-178.7	90.6	-2	0.2	36.3	10105	-639	16273	-207	1	-14	0	-167	-220	6
-178.7	90.6	-2	0.2	36.3	10105	-634	16300	-254	35	-2	-8	-168	-220	6
-178.7	90.6	-2	0.2	36.3	10105	-593	16288	-293	32	6	1	-167	-219	6
-178.7	90.7	-2	0.2	36.3	10105	-706	16326	-297	29	-3	9	-167	-220	6
-178.8	90.7	-2	0.2	36.3	10105	-652	16363	-296	33	14	-1	-167	-221	5
-178.8	90.8	-2	0.2	36.3	10105	-654	16346	-259	45	15	-3	-167	-220	6
-178.8	90.8	-2	0.2	36.3	10105	-610	16364	-343	42	-2	-2	-167	-220	5
-178.9	90.9	-2	0.1	36.3	10105	-610	16346	-320	45	-3	4	-167	-220	6
-178.9	90.9	-2	0.1	36.3	10105	-701	16385	-339	40	-7	11	-167	-220	6
-178.9	90.9	-2	0.1	36.3	10105	-692	16429	-366	31	-17	-7	-166	-220	7
-178.9	91	-2	0.1	36.3	10105	-575	16299	-496	47	18	-1	-168	-220	7
-179	91.1	-2.1	0.1	36.3	10105	-738	16407	-440	36	38	-7	-167	-221	6
-179.1	91.1	-2.1	0.1	36.3	10105	-659	16387	-419	36	22	-7	-167	-220	6
-179.1	91.1	-2.1	0.1	36.3	10105	-601	16447	-438	38	35	6	-167	-221	6
-179.2	91.1	-2.1	0.1	36.3	10105	-656	16286	-385	42	15	-14	-167	-220	6
-179.2	91.2	-2.1	0.1	36.3	10105	-584	16344	-469	24	-22	0	-167	-220	6
-179.2	91.2	-2.1	0.1	36.3	10105	-638	16356	-487	42	-11	6	-167	-221	6
-179.2	91.2	-2.1	0.1	36.3	10105	-670	16278	-495	43	11	6	-166	-220	6
-179.2	91.2	-2.1	0.1	36.3	10105	-623	16419	-472	34	13	11	-167	-220	6
-179.2	91.2	-2.1	0	36.3	10105	-726	16268	-493	18	-5	8	-167	-220	6
-179.2	91.3	-2.1	0	36.3	10105	-687	16498	-517	29	-22	-5	-166	-220	6
-179.2	91.2	-2.1	0	36.3	10105	-544	16250	-480	19	-7	1	-167	-220	6
-179.3	91.2	-2.1	0	36.3	10105	-642	16319	-470	2	19	5	-167	-220	7
-179.3	91.2	-2.1	0	36.3	10105	-702	16316	-440	-2	17	10	-167	-220	6
-179.3	91.1	-2.1	0	36.3	10105	-719	16260	-376	7	-3	12	-167	-222	6
-179.4	91.1	-2.1	0	36.3	10105	-755	16333	-436	-2	3	24	-168	-221	6
-179.4	91	-2	0	36.3	10105	-638	16313	-336	6	2	10	-167	-220	5
-179.3	91	-2	0	36.3	10105	-546	16341	-370	-22	-33	4	-167	-220	6
-179.2	90.9	-2	0	36.3	10105	-622	16183	-300	-15	-36	0	-167	-220	5
-179.2	90.8	-2	0	36.3	10105	-544	16305	-343	5	-31	0	-167	-220	6
-179.1	90.8	-2	0	36.3	10105	-649	16321	-268	4	-41	5	-166	-221	6
-179.1	90.7	-2	0	36.3	10105	-516	16513	-269	-13	-21	-3	-167	-220	6
-179	90.6	-2	0	36.3	10105	-661	16200	-277	-11	-38	-6	-166	-220	5
-178.9	90.6	-2	0	36.3	10105	-626	16319	-320	-23	-54	-2	-168	-220	5
-178.8	90.5	-1.9	0	36.3	10105	-476	16438	-237	-12	-56	18	-167	-221	6
-178.7	90.4	-1.9	0	36.3	10105	-418	16369	-366	-43	-64	24	-166	-219	6
-178.5	90.2	-1.8	0	36.3	10105	-385	16485	-270	-73	-73	39	-167	-220	5
-178.3	89.9	-1.7	0	36.3	10105	-499	16265	-46	-101	-120	12	-167	-220	6
-177.9	89.6	-1.8	0	36.3	10105	-373	16423	-4	-127	-154	-40	-166	-219	8
-177.8	89.2	-1.9	0	36.3	10105	-347	16298	-37	-187	-94	-105	-167	-221	6
-177.9	89	-2	0	36.3	10105	-620	16212	72	-122	42	-55	-166	-222	6
-178	88.7	-2.2	0	36.3	10105	-1055	16303	540	-81	79	-62	-165	-223	3
-177.9	88.4	-2.3	0	36.3	10105	-724	16352	494	-156	-51	-66	-166	-223	4
-177.6	87.9	-2.3	0	36.3	10105	-761	16362	638	-177	-155	11	-165	-223	2
-177.3	87.4	-2.1	0	36.3	10105	-208	16148	660	-197	-112	64	-165	-223	3
-177.1	86.6	-2	0	36.3	10105	-265	16509	683	-410	-66	23	-166	-223	1
-177.2	85.9	-2	0	36.3	10105	-14	16082	536	-433	64	-57	-165	-223	0
-177.5	85.5	-2	0	36.3	10105	-149	15990	980	-252	166	-43	-163	-224	-3
-177.8	85.5	-2	0	36.3	10105	-488	16016	911	-63	156	-33	-165	-224	-4
-178.1	85.6	-2	0	36.3	10105	-605	16342	1137	6	152	15	-165	-224	-6
-178.1	85.6	-2.1	0	36.3	10105	-320	16214	1129	27	39	-82	-165	-225	-7
-177.8	85.5	-2.6	0	36.3	10105	-1741	16173	1293	-41	-151	-162	-164	-224	-7
-177.9	85.2	-3.3	0	36.3	10105	-904	16527	1308	-130	102	-290	-162	-227	-7
-178.4	84.8	-4.6	0	36.3	10105	-2462	15684	1236	-339	363	-386	-161	-230	-9
-177.3	84.4	-5.5	0	36.3	10105	-4287	17663	-98	-400	-593	-249	-158	-231	-11
-175.6	83.9	-6.4	-0.1	36.3	10105	-2910	15660	516	-266	-724	-373	-157	-233	-9
-174.2	83.5	-6.9	-0.1	36.3	10105	-2090	14890	164	-333	-671	-236	-156	-236	-7
-172.2	83.5	-7	-0.1	36.3	10105	-2692	15829	-591	-159	-938	-87	-155	-236	-5
-170.1	83.7	-6.5	-0.1	36.3	10105	-2118	15008	-548	-34	-1091	222	-155	-237	3
-168.1	83.8	-6	-0.1	36.3	10105	-2993	15867	417	-38	-993	190	-156	-235	5
-166.3	84	-5.5	-0.1	36.3	10105	-2734	17760	-636	-10	-1030	277	-158	-232	10
-165.7	83.5	-4.7	-0.1	36.3	10105	-1829	18642	411	-303	-452	349	-160	-230	14
-167.2	83.7	-5.6	-0.1	36.3	10105	-2870	16687	1011	360	964	-356	-163	-230	9
-167	82	-5.3	-0.1	36.3	10105	1207	18579	6044	-538	-292	-164	-163	-231	7
-168.5	81	-4	-0.1	36.4	10105	1192	16345	5170	-271	688	415	-166	-231	3
-170.7	80.7	-2.1	-0.1	36.4	10105	1152	15004	3947	-2	978	911	-172	-227	-3
-171.9	80.5	-0.8	-0.1	36.4	10105	-281	12082	3621	58	404	667	-178	-220	-7
-173	80.7	0	-0.1	36.4	10105	564	13081	2722	150	455	389	-183	-217	-9
-174.6	81.8	0.1	-0.1	36.4	10105	994	14151	922	435	741	3	-186	-214	-12
-177.1	82.7	0.1	-0.1	36.4	10105	1364	15958	-224	170	1224	4	-188	-216	-17
179.8	83.3	0.1	-0.1	36.4	10105	-91	16358	1069	332	1465	104	-189	-214	-25
176.7	84.6	0.8	-0.1	36.4	10105	2922	19653	-3533	260	1490	285	-191	-213	-30
176.5	84.3	1.8	-0.1	36.4	10105	-8149	22898	7519	94	48	929	-195	-210	-38
176.8	83.2	3.2	-0.1	36.4	10105	4057	16136	5142	-367	-91	309	-203	-202	-31
