15.7	105.8	0.9	-6.7	37.5	10113	0	0	0	0	0	0	0	0	0
15.9	105.8	0.8	-6.7	37.5	10113	159	15652	-4460	28	-92	1	184	-217	4
16.1	105.7	0.7	-6.7	37.5	10113	295	15973	-4609	-42	-99	-12	185	-216	5
16.2	105.5	0.6	-6.7	37.5	10113	418	15792	-4696	-37	-57	-46	184	-216	3
16.3	105.4	0.5	-6.7	37.5	10113	164	15616	-4273	9	-30	-58	186	-217	1
16.3	105.5	0.4	-6.7	37.5	10113	-97	15782	-4397	45	-35	-30	185	-217	3
16.3	105.5	0.3	-6.7	37.5	10113	38	16038	-4325	32	-35	-45	186	-217	2
16.6	105.4	0.1	-6.7	37.5	10113	-390	15900	-4250	24	-132	-27	186	-216	0
16.9	105.3	0	-6.7	37.5	10113	-113	15606	-4466	-37	-204	-53	186	-215	0
16.8	105.2	0	-6.8	37.5	10113	219	15880	-4364	-32	27	-48	187	-216	0
16.4	105.1	0	-6.8	37.5	10113	73	15632	-4554	-25	218	-77	188	-215	0
15.9	105	0	-6.8	37.5	10114	-206	15427	-4345	-43	222	-51	188	-215	0
15.4	104.9	-0.2	-6.8	37.5	10114	-286	15884	-4386	-60	208	-100	187	-214	2
15.2	104.7	-0.3	-6.8	37.5	10114	-443	15712	-4349	-44	92	-103	188	-214	2
15.1	104.4	-0.5	-6.8	37.5	10114	-284	16048	-4294	-163	-3	-83	187	-213	3
15	104.1	-0.6	-6.8	37.5	10114	26	15922	-4337	-109	55	-77	189	-212	1
14.8	103.9	-0.8	-6.8	37.5	10114	-350	15766	-4116	-97	95	-68	190	-212	1
14.7	103.9	-1	-6.9	37.5	10114	-511	15734	-4045	-13	-1	-65	190	-213	1
14.9	103.9	-1.1	-6.9	37.5	10114	-469	15843	-4018	45	-81	-45	189	-211	1
15	103.9	-1.2	-6.9	37.5	10114	-456	15861	-3983	17	-74	-8	190	-211	1
15	103.8	-1.2	-6.9	37.5	10114	-287	16195	-4167	-17	-2	-22	190	-212	0
15	103.8	-1.2	-6.9	37.5	10114	-424	15680	-3828	-15	24	1	190	-211	1
15	103.7	-1.3	-6.9	37.5	10114	-592	16075	-3946	-8	-6	-16	191	-211	1
15.2	103.7	-1.3	-6.9	37.5	10114	-376	15827	-4049	4	-77	21	191	-212	0
15.4	103.7	-1.3	-6.9	37.5	10114	-451	16065	-3978	27	-93	35	191	-212	-1
15.4	103.7	-1.2	-6.9	37.5	10114	-396	15844	-3869	43	29	26	189	-213	0
15.4	103.5	-1.2	-6.9	37.5	10114	-631	16204	-3998	-93	5	3	191	-212	-1
15.4	103.2	-1.2	-6.9	37.5	10114	-346	15854	-4022	-95	-32	25	190	-212	-1
15.3	103.1	-1	-6.9	37.5	10114	-170	15642	-3710	-37	47	66	189	-213	-3
15.1	103.2	-0.9	-7	37.5	10114	-326	15814	-3986	6	144	20	190	-213	-3
14.9	103.2	-0.8	-7	37.5	10114	-452	16130	-3888	46	76	23	188	-213	-1
14.9	103.2	-0.8	-7	37.5	10114	-401	15958	-3702	29	8	18	189	-213	-1
15	103.1	-0.8	-7	37.5	10114	-270	16144	-3875	-35	-13	17	189	-213	-1
15	102.8	-0.8	-7	37.5	10114	-301	16050	-3822	-90	-30	-10	189	-214	-1
15.3	102.6	-0.9	-7	37.5	10114	-349	15816	-3698	-103	-126	-4	188	-213	-2
15.8	102.4	-0.9	-7	37.5	10114	-266	16034	-3992	-144	-254	45	189	-214	-5
16.2	102.2	-0.7	-7	37.5	10114	100	15896	-3636	-78	-208	86	189	-214	-6
16.4	102.1	-0.2	-7	37.5	10114	285	15956	-3486	-29	-57	176	188	-215	-8
16.6	102	0.1	-7	37.5	10114	497	16078	-3539	-41	-103	171	188	-216	-8
16.6	101.8	0.8	-7	37.5	10114	863	16016	-3598	-127	68	230	187	-217	-9
16.1	101.6	1.5	-7	37.5	10113	1297	15860	-3688	-88	230	200	185	-218	-8
15.4	101.5	2.4	-7	37.5	10114	1370	15834	-3469	-89	387	226	184	-220	-8
14.7	101.3	3.1	-7	37.5	10113	1119	15916	-3366	-60	400	243	183	-221	-6
14.2	101.1	3.7	-6.9	37.5	10113	994	16114	-3045	-58	259	180	181	-222	-5
14	100.6	4	-6.9	37.5	10113	752	16346	-2592	-160	159	159	180	-222	-5
