6.2	92.5	-2.8	0.7	36.5	10104	-549	16323	-337	7	-31	-4	-112	-213	-6
6.1	92.5	-2.8	0.7	36.5	10104	-913	16311	-988	20	22	1	162	-199	-11
6.1	92.4	-2.8	0.7	36.5	10104	-935	16272	-886	8	17	-3	163	-198	-10
6	92.4	-2.8	0.7	36.5	10104	-863	16231	-940	3	16	3	162	-199	-10
6	92.3	-2.8	0.7	36.5	10104	-940	16357	-950	1	20	8	162	-199	-11
6	92.3	-2.8	0.7	36.5	10104	-940	16158	-822	3	-39	-10	163	-199	-11
6	92.2	-2.8	0.7	36.5	10104	-885	16192	-916	-10	-14	0	162	-199	-11
5.9	92.1	-2.8	0.7	36.5	10104	-816	16362	-843	-14	16	4	163	-199	-11
5.9	92.1	-2.8	0.7	36.5	10104	-980	16340	-831	-30	8	24	162	-199	-10
5.9	92	-2.8	0.7	36.5	10104	-938	16268	-711	-16	-34	-2	162	-199	-12
6	91.9	-2.8	0.7	36.5	10104	-916	16195	-690	-19	-49	7	162	-199	-11
6	91.8	-2.7	0.7	36.5	10104	-856	16374	-717	-10	1	31	163	-199	-11
5.9	91.7	-2.7	0.7	36.5	10104	-902	16271	-510	-15	-8	3	163	-199	-12
6	91.5	-2.8	0.7	36.5	10104	-924	16186	-783	-74	-44	6	163	-200	-12
6.1	91.3	-2.9	0.7	36.5	10104	-1090	16217	-438	-94	-66	-33	162	-199	-14
6.6	91.2	-3	0.7	36.5	10104	-1141	16502	-567	-38	-249	-28	161	-199	-14
7.3	91	-3	0.7	36.5	10104	-868	16312	-416	-28	-373	-17	163	-199	-15
7.9	90.9	-3	0.7	36.5	10104	-773	16331	-556	5	-296	-4	162	-198	-18
8.3	90.8	-3	0.7	36.5	10104	-898	16201	-223	9	-210	32	163	-200	-19
8.4	90.6	-3	0.7	36.5	10104	-596	16338	-604	-114	-96	-31	163	-199	-20
8.2	90.3	-3	0.7	36.5	10104	-879	16609	-312	-160	80	-31	163	-199	-21
7.6	90.1	-3	0.7	36.5	10104	-861	16448	-400	-125	249	-37	163	-198	-21
7.1	89.9	-3.2	0.7	36.5	10104	-1098	16225	-304	-101	244	-57	163	-198	-20
6.6	89.8	-3.4	0.7	36.5	10104	-1022	16115	-126	-57	210	-74	163	-198	-20
6.3	89.8	-3.5	0.7	36.5	10104	-1205	16138	-322	-1	144	-60	164	-198	-19
6.2	89.8	-3.6	0.7	36.5	10104	-1435	16291	-65	19	9	-33	164	-197	-18
6.3	89.8	-3.6	0.7	36.5	10104	-875	16385	-97	43	-42	-11	163	-198	-19
6.3	89.8	-3.6	0.7	36.5	10104	-1154	16186	2	28	-50	20	164	-197	-17
6.3	89.8	-3.6	0.7	36.5	10104	-1026	16354	-68	26	-22	0	164	-198	-19
6.3	89.8	-3.5	0.7	36.5	10104	-1244	16311	26	-8	2	41	164	-198	-18
6.3	89.8	-3.6	0.7	36.5	10104	-1178	16186	-125	26	-29	-17	164	-198	-20
6.3	89.8	-3.6	0.7	36.5	10104	-957	16210	-132	44	-34	-2	164	-197	-19
6.2	89.9	-3.6	0.7	36.5	10104	-1234	16338	-54	47	51	22	164	-197	-18
6.4	89.9	-3.7	0.7	36.5	10104	-1184	16330	-80	32	-123	-20	164	-198	-18
6.9	90	-3.6	0.7	36.5	10104	-1018	16411	60	85	-230	20	164	-197	-19
6.8	90.1	-3.5	0.7	36.5	10104	-589	16350	-203	75	32	14	163	-197	-19
6.4	90.1	-3.4	0.7	36.5	10104	-1044	16204	-142	27	190	32	164	-198	-19
6.2	90.1	-3.5	0.7	36.5	10104	-1481	16202	-196	26	59	0	164	-199	-18
6.2	90	-3.6	0.7	36.5	10104	-1111	16307	-148	8	-10	-35	163	-199	-18
6.1	90.1	-3.6	0.7	36.5	10104	-1040	16244	-238	32	37	-5	163	-198	-19
6.1	90.1	-3.6	0.7	36.5	10104	-1227	16398	-275	19	-7	-5	163	-198	-19
6.1	90.1	-3.6	0.8	36.5	10104	-1042	16331	-226	18	-47	-5	163	-198	-17
6.1	90	-3.6	0.8	36.5	10104	-1066	16294	-272	4	-12	1	163	-198	-18
6.1	90	-3.6	0.8	36.5	10104	-974	16368	-193	-11	-9	-4	164	-199	-18
6.2	89.9	-3.6	0.8	36.5	10104	-1138	16355	-140	-2	-28	-1	163	-197	-19
6.2	89.8	-3.6	0.8	36.5	10104	-1026	16286	-244	-30	-36	-4	162	-198	-19
6.3	89.8	-3.7	0.8	36.5	10104	-1158	16237	-156	-16	-21	-5	163	-198	-14
6.3	89.7	-3.7	0.8	36.5	10104	-1150	16348	-120	-29	-13	3	164	-198	-20
6.3	89.6	-3.7	0.8	36.5	10104	-1127	16213	53	3	-13	11	163	-198	-20
6.2	89.6	-3.7	0.8	36.5	10104	-1269	16436	-48	-13	2	-3	164	-198	-20
6.2	89.5	-3.7	0.8	36.5	10104	-1026	16399	39	-29	-11	0	164	-197	-20
6.3	89.4	-3.7	0.8	36.5	10104	-1179	16247	-8	-25	-29	8	163	-198	-20
6.4	89.2	-3.7	0.8	36.5	10104	-1286	16424	194	-14	-54	18	164	-198	-22
6.6	89.1	-3.7	0.8	36.5	10104	-1010	16227	213	-18	-112	-1	164	-198	-21
6.8	89	-3.7	0.8	36.5	10104	-1236	16235	178	-22	-111	16	164	-198	-22
6.9	88.9	-3.6	0.8	36.5	10104	-990	16298	258	2	-76	15	164	-198	-23
7	88.9	-3.5	0.8	36.5	10104	-882	16175	152	10	-41	9	163	-197	-23
6.9	88.9	-3.5	0.8	36.5	10104	-1063	16274	172	13	-1	12	164	-198	-23
6.9	88.8	-3.4	0.8	36.5	10104	-954	16216	139	13	25	33	163	-198	-23
6.9	88.8	-3.3	0.8	36.5	10104	-876	16430	150	-7	-8	49	164	-199	-24
